Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Tyus Jones,PG,25,MEM,24,5,443,63,134,.470,22,51,.431,41,83,.494,.552,19,21,.905,4,54,58,95,19,2,17,11,167,17.7,.583,.381,.157,1.0,13.2,7.0,29.5,2.1,0.4,10.6,15.2,0.0,1.2,0.2,1.4,.156,0.0,1.8,-0.4,1.4,0.4
DeAndre Jordan,C,33,LAL,20,16,276,45,64,.703,0,0,0.0,45,64,.703,.703,6,10,.600,34,86,120,8,7,17,16,35,96,18.8,.702,.000,.156,13.2,32.5,23.0,4.2,1.2,5.6,19.0,13.0,0.0,0.5,0.5,1.0,.180,0.0,-0.9,0.0,-0.9,0.1
Cory Joseph,PG,30,DET,22,4,473,49,115,.426,12,39,.308,37,76,.487,.478,34,41,.829,7,33,40,76,18,5,30,34,144,11.4,.541,.339,.357,1.5,8.2,4.6,25.2,1.9,1.0,18.4,14.8,0.0,0.3,0.3,0.6,.060,0.0,-3.0,-0.1,-3.1,-0.1
Georgios Kalaitzakis,SF,23,MIL,9,0,48,5,11,.455,2,4,.500,3,7,.429,.545,4,9,.444,4,4,8,0,1,1,4,8,16,6.2,.535,.364,.818,8.9,8.4,8.6,0.0,1.0,2.0,21.1,16.9,0.0,0.0,0.0,0.0,.009,0.0,-5.3,-3.4,-8.7,-0.1
Frank Kaminsky,C,28,PHO,9,0,181,36,66,.545,5,15,.333,31,51,.608,.583,18,20,.900,11,30,41,13,8,7,5,14,95,22.1,.635,.227,.303,6.6,16.9,11.9,10.6,2.1,3.4,6.3,19.1,0.0,0.6,0.3,0.9,.241,0.0,2.4,1.0,3.4,0.2
Luke Kennard,SG,25,LAC,25,1,699,94,218,.431,63,147,.429,31,71,.437,.576,15,16,.938,6,79,85,45,20,2,20,37,266,11.9,.591,.674,.073,0.9,11.7,6.4,9.5,1.4,0.2,8.2,15.2,0.0,0.8,0.8,1.6,.113,0.0,-0.4,0.1,-0.3,0.3
Louis King,SF,22,SAC,3,0,49,7,21,.333,4,14,.286,3,7,.429,.429,6,7,.857,0,7,7,1,2,0,0,7,24,11.1,.498,.667,.333,0.0,15.0,7.5,3.0,2.0,0.0,0.0,20.9,0.0,0.0,0.0,0.1,.078,0.0,-2.9,-1.6,-4.5,0.0
Corey Kispert,SF,22,WAS,23,0,279,32,78,.410,11,46,.239,21,32,.656,.481,11,14,.786,10,31,41,12,5,3,8,10,86,9.6,.511,.590,.179,4.0,11.5,7.9,6.2,0.9,0.9,8.7,14.8,0.0,0.1,0.2,0.3,.047,0.0,-1.5,-1.3,-2.8,-0.1
Maxi Kleber,PF,30,DAL,14,3,318,36,83,.434,23,61,.377,13,22,.591,.572,12,18,.667,17,57,74,11,7,12,7,32,107,13.6,.588,.735,.217,5.5,20.4,12.5,5.0,1.1,3.3,7.1,13.7,0.0,0.5,0.4,0.8,.126,0.0,0.0,-0.2,-0.2,0.1
Nathan Knight,PF,24,MIN,9,0,34,5,7,.714,0,0,0.0,5,7,.714,.714,7,10,.700,4,6,10,3,1,2,3,5,17,23.1,.746,.000,1.429,11.7,19.2,15.3,13.3,1.4,5.6,20.8,17.6,0.0,0.1,0.0,0.2,.245,0.0,0.9,2.9,3.8,0.1
Kevin Knox,SF,22,NYK,5,0,18,2,5,.400,1,3,.333,1,2,.500,.500,1,2,.500,2,0,2,1,0,0,2,2,6,5.2,.510,.600,.400,11.8,0.0,5.9,8.1,0.0,0.0,25.4,19.2,0.0,0.0,0.0,0.0,-0.060,0.0,-3.3,-4.6,-7.9,0.0
John Konchar,SG,25,MEM,22,0,339,36,66,.545,10,25,.400,26,41,.634,.621,3,8,.375,21,61,82,29,16,5,13,26,85,13.5,.611,.379,.121,6.5,19.4,12.9,11.2,2.3,1.3,15.8,10.2,0.0,0.5,0.3,0.8,.110,0.0,-0.8,0.5,-0.3,0.1
Furkan Korkmaz,SG,24,PHI,23,5,531,76,200,.380,37,117,.316,39,83,.470,.473,21,26,.808,7,59,66,59,17,3,23,20,210,12.0,.497,.585,.130,1.4,12.1,6.8,16.6,1.6,0.5,9.8,20.0,0.0,0.1,0.3,0.4,.039,0.0,-0.6,-2.2,-2.8,-0.1
Vit Krejci,SG,21,OKC,3,0,9,0,2,.000,0,2,.000,0,0,0.0,.000,2,2,1.000,0,3,3,0,0,0,1,0,2,-0.9,.347,1.000,1.000,0.0,34.7,17.0,0.0,0.0,0.0,25.8,18.6,0.0,0.0,0.0,0.0,-0.175,0.0,-12.0,-4.3,-16.3,0.0
Jonathan Kuminga,SF,19,GSW,15,0,113,20,46,.435,2,15,.133,18,31,.581,.457,9,15,.600,8,18,26,5,5,2,8,17,51,10.6,.485,.326,.326,8.1,16.5,12.5,6.5,2.1,1.7,13.2,23.0,0.0,-0.1,0.2,0.2,.066,0.0,-5.3,-0.4,-5.7,-0.1
Kyle Kuzma,PF,26,WAS,25,25,814,120,283,.424,50,142,.352,70,141,.496,.512,32,49,.653,21,189,210,71,15,18,50,53,322,12.5,.529,.502,.173,2.9,24.0,13.9,13.2,0.9,1.8,14.1,19.5,0.0,0.0,1.0,0.9,.056,0.0,-0.7,0.1,-0.6,0.3
Jeremy Lamb,SF,29,IND,19,0,264,43,109,.394,23,58,.397,20,51,.392,.500,30,30,1.000,7,42,49,21,9,7,11,20,139,17.5,.569,.532,.275,2.9,17.2,10.1,11.8,1.7,2.3,8.3,22.0,0.0,0.5,0.3,0.8,.151,0.0,2.6,0.1,2.8,0.3
Jock Landale,C,26,SAS,8,0,24,8,10,.800,2,3,.667,6,7,.857,.900,2,3,.667,2,0,2,2,0,1,1,1,20,34.1,.883,.300,.300,8.7,0.0,4.4,15.0,0.0,3.7,8.1,22.0,0.0,0.1,0.0,0.2,.311,0.0,10.4,0.9,11.3,0.1
Romeo Langford,SG,22,BOS,19,0,351,34,82,.415,15,36,.417,19,46,.413,.506,9,12,.750,16,41,57,10,8,2,10,25,92,8.4,.527,.439,.146,4.8,12.6,8.7,4.1,1.1,0.5,10.3,12.2,0.0,0.2,0.3,0.4,.060,0.0,-2.8,-0.6,-3.4,-0.1
Zach LaVine,SF,26,CHI,25,25,875,237,484,.490,71,188,.378,166,296,.561,.563,102,118,.864,9,123,132,101,13,9,64,38,647,21.7,.604,.388,.244,1.1,15.2,8.2,19.8,0.7,0.9,10.7,30.1,0.0,2.1,0.9,2.9,.162,0.0,5.2,-1.7,3.5,1.2
Jake Layman,SF,27,MIN,7,0,34,3,10,.300,1,4,.250,2,6,.333,.350,0,0,0.0,1,4,5,0,1,1,2,1,7,2.0,.350,.400,.000,2.9,12.8,7.6,0.0,1.4,2.8,16.7,14.7,0.0,-0.1,0.0,-0.1,-0.088,0.0,-7.5,-3.0,-10.6,-0.1
Damion Lee,SG,29,GSW,18,0,377,58,134,.433,21,63,.333,37,71,.521,.511,20,24,.833,7,51,58,20,7,2,11,24,157,11.1,.543,.470,.179,2.1,14.1,8.4,7.5,0.9,0.5,7.1,17.7,0.0,0.3,0.6,0.9,.115,0.0,-2.1,-1.4,-3.6,-0.1
Saben Lee,PG,22,DET,9,0,114,13,38,.342,4,18,.222,9,20,.450,.395,7,12,.583,1,14,15,14,9,2,6,6,37,10.9,.427,.474,.316,0.9,14.4,7.1,19.6,3.9,1.6,12.2,18.5,0.0,-0.1,0.2,0.0,.011,0.0,-4.1,2.8,-1.3,0.0
Alex Len,C,28,SAC,16,3,261,36,71,.507,6,14,.429,30,57,.526,.549,18,27,.667,15,47,62,16,3,15,18,49,96,11.9,.579,.197,.380,6.0,18.9,12.5,8.9,0.6,4.8,17.8,16.4,0.0,0.2,0.2,0.4,.073,0.0,-3.9,-0.1,-4.0,-0.1
Caris LeVert,SG,27,IND,18,18,497,108,257,.420,21,81,.259,87,176,.494,.461,32,41,.780,7,41,48,52,14,10,25,36,269,13.6,.489,.315,.160,1.6,8.9,5.3,16.8,1.4,1.7,8.3,26.3,0.0,0.0,0.4,0.4,.040,0.0,-1.3,-1.2,-2.5,-0.1
Kira Lewis Jr.,PG,20,NOP,23,0,332,57,142,.401,13,57,.228,44,85,.518,.447,9,11,.818,9,30,39,46,10,1,25,17,136,10.0,.463,.401,.077,2.8,10.1,6.3,22.3,1.5,0.3,14.5,22.1,0.0,-0.3,0.1,-0.2,-0.028,0.0,-3.2,-2.2,-5.4,-0.3
Damian Lillard,PG,31,POR,20,20,714,146,368,.397,55,182,.302,91,186,.489,.471,82,90,.911,8,71,79,156,13,8,52,28,429,18.4,.526,.495,.245,1.2,11.1,6.1,34.7,0.9,1.1,11.3,28.0,0.0,1.3,0.0,1.4,.093,0.0,2.6,-2.8,-0.2,0.3
Nassir Little,SF,21,POR,21,2,470,65,136,.478,20,63,.317,45,73,.616,.551,24,29,.828,30,82,112,16,16,13,19,44,174,14.3,.585,.463,.213,6.9,19.5,13.1,4.9,1.7,2.6,11.3,15.5,0.0,0.6,0.3,0.9,.095,0.0,-1.0,-0.9,-1.9,0.0
Kevon Looney,C,25,GSW,24,24,426,51,99,.515,0,1,.000,51,98,.520,.515,23,41,.561,59,93,152,26,12,17,16,58,125,15.0,.534,.010,.414,15.8,22.7,19.4,8.3,1.4,3.9,12.0,13.4,0.0,0.8,0.9,1.7,.193,0.0,-2.0,0.0,-2.0,0.0
Brook Lopez,C,33,MIL,1,1,28,3,9,.333,2,4,.500,1,5,.200,.444,0,0,0.0,2,3,5,0,1,3,0,3,8,12.0,.444,.444,.000,7.6,10.8,9.2,0.0,1.7,10.2,0.0,13.8,0.0,0.0,0.1,0.1,.101,0.0,-2.9,-1.8,-4.7,0.0
Robin Lopez,C,33,ORL,8,1,121,22,37,.595,0,1,.000,22,36,.611,.595,10,16,.625,12,9,21,8,0,5,9,14,54,15.0,.613,.027,.432,10.4,7.9,9.2,11.3,0.0,3.9,17.0,18.9,0.0,0.2,0.0,0.2,.079,0.0,-1.4,-2.2,-3.6,0.0
Didi Louzada,SF,22,NOP,2,0,7,0,3,.000,0,3,.000,0,0,0.0,.000,0,0,0.0,2,0,2,1,0,0,0,0,0,-1.1,.000,1.000,.000,29.7,0.0,15.4,18.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,-0.263,0.0,-3.7,-9.6,-13.3,0.0
Kevin Love,PF,33,CLE,17,0,340,60,148,.405,30,83,.361,30,65,.462,.507,37,39,.949,21,99,120,34,4,4,17,18,187,19.6,.566,.561,.264,6.8,31.2,19.2,16.0,0.6,1.0,9.3,23.4,0.0,0.8,0.5,1.3,.184,0.0,3.9,0.5,4.3,0.5
Kyle Lowry,PG,35,MIA,23,23,782,103,243,.424,45,144,.313,58,99,.586,.516,47,54,.870,11,94,105,175,24,8,69,64,298,14.2,.559,.593,.222,1.6,13.3,7.5,33.1,1.5,1.1,20.6,19.0,0.0,1.0,0.8,1.7,.107,0.0,0.2,0.1,0.3,0.5
Timothé Luwawu-Cabarrot,SF,26,ATL,18,4,173,23,57,.404,16,40,.400,7,17,.412,.544,5,6,.833,1,19,20,9,3,3,3,20,67,10.7,.562,.702,.105,0.6,11.5,6.2,7.1,0.9,1.6,4.8,15.8,0.0,0.2,0.1,0.3,.081,0.0,-1.8,-1.5,-3.4,-0.1
Trey Lyles,PF,26,DET,23,0,366,58,141,.411,19,65,.292,39,76,.513,.479,39,50,.780,32,64,96,17,7,4,21,31,174,14.4,.534,.461,.355,8.8,20.6,14.2,8.0,0.9,1.0,11.4,21.6,0.0,0.3,0.2,0.5,.069,0.0,-0.6,-2.2,-2.8,-0.1
Théo Maledon,PG,20,OKC,12,0,155,9,40,.225,3,26,.115,6,14,.429,.263,10,12,.833,5,16,21,12,4,1,14,10,31,1.2,.342,.650,.300,3.2,10.7,6.9,11.1,1.3,0.6,23.6,16.5,0.0,-0.5,0.1,-0.4,-0.130,0.0,-9.0,-2.7,-11.8,-0.4
Sandro Mamukelashvili,PF,22,MIL,12,1,114,14,31,.452,4,11,.364,10,20,.500,.516,2,3,.667,14,14,28,6,0,1,3,6,34,12.3,.526,.355,.097,13.1,12.3,12.7,7.4,0.0,0.8,8.5,13.3,0.0,0.2,0.1,0.3,.114,0.0,0.5,-2.9,-2.4,0.0
Terance Mann,SF,25,LAC,24,0,654,84,187,.449,23,68,.338,61,119,.513,.511,36,46,.783,35,87,122,56,15,2,26,56,227,12.1,.548,.364,.246,5.8,13.8,9.9,12.5,1.1,0.3,11.1,15.5,0.0,0.8,0.8,1.6,.115,0.0,-1.7,-0.3,-1.9,0.0
Tre Mann,PG,20,OKC,15,2,228,40,97,.412,13,37,.351,27,60,.450,.479,13,18,.722,7,20,27,4,7,5,12,20,106,10.3,.505,.381,.186,3.1,9.1,6.0,3.0,1.5,2.1,10.3,22.1,0.0,-0.2,0.2,0.0,-0.001,0.0,-3.5,-2.0,-5.6,-0.2
Boban Marjanović,C,33,DAL,13,0,81,29,45,.644,1,2,.500,28,43,.651,.656,6,13,.462,6,20,26,2,0,2,8,16,65,23.0,.641,.044,.289,7.6,28.1,17.3,5.5,0.0,2.2,13.6,32.3,0.0,0.1,0.1,0.1,.087,0.0,-0.1,-1.4,-1.5,0.0
Lauri Markkanen,PF,24,CLE,16,16,509,82,202,.406,38,114,.333,44,88,.500,.500,31,36,.861,21,77,98,19,13,9,11,23,233,14.4,.535,.564,.178,4.5,16.2,10.5,5.8,1.3,1.6,4.8,19.6,0.0,0.6,0.7,1.3,.121,0.0,0.5,-0.2,0.3,0.3
Naji Marshall,SF,24,NOP,18,0,206,19,59,.322,3,23,.130,16,36,.444,.347,25,29,.862,13,40,53,20,8,3,18,20,66,9.8,.460,.390,.492,6.6,21.7,13.9,13.8,1.9,1.4,20.1,18.6,0.0,-0.2,0.1,0.0,-0.003,0.0,-5.2,-0.6,-5.8,-0.2
Caleb Martin,SF,26,MIA,22,1,416,57,123,.463,14,45,.311,43,78,.551,.520,19,32,.594,17,48,65,19,20,11,12,31,147,13.1,.536,.366,.260,4.7,12.8,8.8,6.8,2.4,2.9,8.0,15.9,0.0,0.4,0.6,0.9,.106,0.0,-1.0,0.7,-0.3,0.2
Cody Martin,SF,26,CHO,24,1,616,74,154,.481,25,51,.490,49,103,.476,.562,29,40,.725,31,72,103,57,31,12,14,41,202,15.2,.589,.331,.260,5.1,12.8,8.8,12.2,2.4,1.8,7.5,12.7,0.0,1.3,0.3,1.6,.125,0.0,0.6,0.4,1.0,0.5
Kelan Martin,SF,26,IND,19,1,319,53,127,.417,16,55,.291,37,72,.514,.480,7,11,.636,12,24,36,18,10,7,13,26,129,10.7,.489,.433,.087,4.2,8.1,6.2,8.4,1.5,1.9,9.0,19.8,0.0,0.0,0.3,0.2,.033,0.0,-2.1,-1.4,-3.5,-0.1
Kenyon Martin Jr.,SF,21,HOU,22,0,341,64,116,.552,9,31,.290,55,85,.647,.591,15,23,.652,14,54,68,20,9,10,10,24,152,16.4,.603,.267,.198,4.4,16.6,10.6,9.8,1.2,2.7,7.3,16.8,0.0,0.6,0.3,0.9,.131,0.0,0.5,0.0,0.5,0.2
Garrison Mathews,SG,25,HOU,10,5,268,39,80,.488,29,69,.420,10,11,.909,.669,12,15,.800,8,23,31,4,5,3,2,25,119,14.3,.687,.863,.188,3.2,9.0,6.1,2.3,0.9,1.0,2.3,13.9,0.0,0.7,0.1,0.8,.148,0.0,1.2,-1.3,-0.1,0.1
Wesley Matthews,SG,35,MIL,2,0,27,2,5,.400,2,5,.400,0,0,0.0,.600,0,2,.000,1,2,3,0,2,1,2,3,6,5.7,.510,1.000,.400,4.0,7.4,5.7,0.0,3.6,3.5,25.4,12.5,0.0,0.0,0.0,0.0,-0.001,0.0,-5.2,3.8,-1.3,0.0
Tyrese Maxey,PG,21,PHI,23,23,815,148,318,.465,26,72,.361,122,246,.496,.506,74,83,.892,9,79,88,112,17,14,27,55,396,17.1,.559,.226,.261,1.2,10.6,5.9,21.7,1.0,1.5,7.1,21.2,0.0,1.8,0.4,2.2,.129,0.0,1.3,-1.1,0.3,0.5
Skylar Mays,SG,24,ATL,7,0,19,4,5,.800,1,2,.500,3,3,1.000,.900,5,5,1.000,0,2,2,1,0,0,2,2,14,25.1,.972,.400,1.000,0.0,11.0,5.6,8.1,0.0,0.0,21.7,21.2,0.0,0.1,0.0,0.1,.266,0.0,4.1,0.5,4.6,0.0
Miles McBride,PG,21,NYK,6,0,8,1,9,.111,0,6,.000,1,3,.333,.111,0,0,0.0,1,0,1,1,1,1,0,1,2,-11.5,.111,.667,.000,13.3,0.0,6.6,18.5,6.2,11.8,0.0,49.3,0.0,-0.1,0.0,-0.1,-0.660,0.0,-18.0,-4.2,-22.2,0.0
CJ McCollum,SG,30,POR,24,24,848,191,451,.424,77,196,.393,114,255,.447,.509,35,50,.700,27,72,99,107,26,17,46,51,494,16.8,.522,.435,.111,3.5,9.5,6.4,20.7,1.5,1.9,8.9,26.6,0.0,0.9,0.2,1.2,.066,0.0,2.4,-2.2,0.2,0.5
T.J. McConnell,PG,29,IND,24,6,581,91,181,.503,7,25,.280,84,156,.538,.522,12,15,.800,19,61,80,115,25,9,28,43,201,16.1,.536,.138,.083,3.6,11.3,7.5,29.0,2.1,1.3,13.0,16.2,0.0,1.0,0.6,1.6,.132,0.0,0.1,1.1,1.2,0.5
Jaden McDaniels,PF,21,MIN,21,11,528,53,132,.402,15,56,.268,38,76,.500,.458,7,11,.636,34,59,93,17,20,12,21,79,128,7.2,.468,.424,.083,6.4,12.2,9.1,4.5,1.8,2.2,13.3,12.4,0.0,-0.1,0.6,0.5,.042,0.0,-5.4,-0.4,-5.7,-0.5
Jalen McDaniels,SF,24,CHO,22,0,331,42,80,.525,20,44,.455,22,36,.611,.650,16,25,.640,13,59,72,21,8,8,13,37,120,13.8,.659,.550,.313,4.0,19.6,11.5,8.4,1.2,2.3,12.5,13.3,0.0,0.6,0.1,0.8,.110,0.0,-0.3,-0.8,-1.2,0.1
Doug McDermott,PF,30,SAS,16,16,405,69,147,.469,35,80,.438,34,67,.507,.588,8,11,.727,8,29,37,23,3,1,10,21,181,12.3,.596,.544,.075,2.1,7.6,4.8,7.9,0.4,0.2,6.2,17.1,0.0,0.6,0.1,0.7,.082,0.0,0.3,-2.8,-2.5,0.0
JaVale McGee,C,34,PHO,24,6,372,104,156,.667,0,0,0.0,104,156,.667,.667,33,51,.647,57,110,167,13,8,20,39,58,241,25.1,.675,.000,.327,16.6,30.2,23.6,5.8,1.0,4.7,17.9,25.3,0.0,0.9,0.8,1.7,.219,0.0,0.5,-0.2,0.3,0.2
Rodney McGruder,SG,30,DET,9,0,48,5,14,.357,2,8,.250,3,6,.500,.429,2,2,1.000,2,4,6,3,0,1,1,1,14,8.8,.470,.571,.143,4.2,9.8,6.8,9.8,0.0,1.9,6.3,14.2,0.0,0.0,0.0,0.0,.025,0.0,-2.4,-2.2,-4.6,0.0
JaQuori McLaughlin,PG,24,DAL,2,0,5,0,1,.000,0,0,0.0,0,1,.000,.000,0,0,0.0,0,0,0,2,0,0,0,0,0,5.1,.000,.000,.000,0.0,0.0,0.0,49.8,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,-0.043,0.0,-2.8,-6.0,-8.8,0.0
Jordan McLaughlin,PG,25,MIN,17,0,187,13,41,.317,4,19,.211,9,22,.409,.366,7,9,.778,3,13,16,38,10,0,11,7,37,9.1,.411,.463,.220,1.6,7.6,4.4,27.5,2.6,0.0,19.7,12.5,0.0,0.0,0.2,0.2,.045,0.0,-4.0,-0.4,-4.4,-0.1
Ben McLemore,SG,28,POR,10,0,113,17,42,.405,13,36,.361,4,6,.667,.560,5,5,1.000,3,5,8,7,2,0,5,7,52,12.1,.588,.857,.119,2.9,5.0,3.9,9.1,0.9,0.0,10.2,18.9,0.0,0.2,0.0,0.1,.060,0.0,1.1,-3.2,-2.1,0.0
De'Anthony Melton,SG,23,MEM,21,12,519,82,201,.408,38,105,.362,44,96,.458,.502,13,20,.650,19,68,87,51,33,14,36,32,215,13.7,.512,.522,.100,3.9,14.1,8.9,13.8,3.1,2.5,14.6,19.8,0.0,0.0,0.5,0.6,.053,0.0,-0.6,-0.2,-0.8,0.1
Sam Merrill,SG,25,MEM,6,0,58,8,24,.333,7,23,.304,1,1,1.000,.479,2,4,.500,1,6,7,4,0,0,2,3,25,8.1,.485,.958,.167,1.8,11.2,6.4,9.4,0.0,0.0,7.2,20.1,0.0,0.0,0.0,0.0,.007,0.0,-1.8,-5.4,-7.2,-0.1
Chimezie Metu,C,24,SAC,13,10,301,43,109,.394,15,56,.268,28,53,.528,.463,11,15,.733,14,73,87,14,11,12,14,15,112,12.9,.484,.514,.138,4.9,25.4,15.2,6.8,1.8,3.4,10.8,18.3,0.0,-0.1,0.4,0.3,.047,0.0,-1.1,-0.5,-1.5,0.0
Khris Middleton,SF,30,MIL,17,17,523,107,255,.420,33,100,.330,74,155,.477,.484,58,67,.866,7,83,90,87,20,3,50,32,305,16.7,.536,.392,.263,1.4,15.9,8.9,26.4,1.8,0.5,14.9,27.4,0.0,0.4,0.7,1.1,.100,0.0,0.5,-0.7,-0.3,0.2
Patty Mills,PG,33,BRK,24,10,687,107,233,.459,74,160,.463,33,73,.452,.618,13,14,.929,6,36,42,58,14,5,20,31,301,13.7,.629,.687,.060,1.0,5.3,3.2,12.5,1.0,0.6,7.7,16.6,0.0,1.2,0.5,1.7,.118,0.0,1.4,-1.4,0.0,0.4
Paul Millsap,PF,36,BRK,19,0,208,22,61,.361,6,23,.261,16,38,.421,.410,12,17,.706,20,48,68,18,4,7,9,39,62,10.7,.453,.377,.279,10.6,23.2,17.2,11.9,0.9,3.0,11.6,16.4,0.0,0.1,0.3,0.4,.090,0.0,-3.9,0.2,-3.6,-0.1
Shake Milton,PG,25,PHI,19,5,485,87,188,.463,19,58,.328,68,130,.523,.513,30,34,.882,10,48,58,55,13,8,21,37,223,15.3,.549,.309,.181,2.3,10.8,6.5,17.9,1.3,1.5,9.4,20.9,0.0,0.6,0.3,0.9,.093,0.0,0.4,-0.9,-0.6,0.2
Davion Mitchell,PG,23,SAC,24,0,614,87,233,.373,27,96,.281,60,137,.438,.431,17,26,.654,16,47,63,81,19,5,26,57,218,9.4,.446,.412,.112,2.7,8.0,5.4,19.2,1.5,0.7,9.6,18.7,0.0,-0.1,0.2,0.1,.010,0.0,-3.1,-1.4,-4.5,-0.4
Donovan Mitchell,SG,25,UTA,22,22,716,198,444,.446,68,202,.337,130,242,.537,.523,69,78,.885,20,70,90,113,38,4,66,55,533,21.9,.557,.455,.176,3.2,10.1,6.9,27.6,2.6,0.5,12.1,33.1,0.0,1.6,0.8,2.4,.162,0.0,3.5,-0.2,3.3,1.0
Evan Mobley,PF,20,CLE,21,21,711,114,245,.465,14,42,.333,100,203,.493,.494,51,65,.785,37,134,171,55,19,38,36,44,293,15.9,.535,.171,.265,5.7,20.2,13.1,12.0,1.3,4.7,11.6,19.0,0.0,0.6,1.2,1.9,.126,0.0,-0.5,1.3,0.8,0.5
Malik Monk,SG,23,LAL,25,2,606,97,208,.466,45,120,.375,52,88,.591,.575,19,23,.826,10,56,66,55,18,6,32,38,258,13.0,.591,.577,.111,1.8,9.6,5.8,13.1,1.4,0.9,12.8,17.6,0.0,0.7,0.4,1.1,.086,0.0,-0.4,-0.9,-1.2,0.1
Moses Moody,SG,19,GSW,16,0,93,11,28,.393,2,15,.133,9,13,.692,.429,1,2,.500,1,10,11,3,1,2,1,4,25,5.9,.433,.536,.071,1.2,11.2,6.4,4.4,0.5,2.1,3.3,13.8,0.0,-0.1,0.1,0.1,.042,0.0,-4.8,-1.5,-6.3,-0.1
Ja Morant,PG,22,MEM,19,19,619,170,357,.476,31,87,.356,139,270,.515,.520,87,112,.777,25,81,106,129,30,5,60,25,458,24.4,.564,.244,.314,4.3,14.1,9.1,35.1,2.4,0.7,12.9,31.6,0.0,1.7,0.4,2.1,.160,0.0,5.3,-1.8,3.5,0.9
Marcus Morris,PF,32,LAC,9,9,261,40,96,.417,20,52,.385,20,44,.455,.521,9,12,.750,2,31,33,19,5,4,14,23,109,10.2,.538,.542,.125,0.8,12.3,6.7,11.1,0.9,1.3,12.1,19.2,0.0,0.0,0.3,0.3,.057,0.0,-1.8,-0.3,-2.0,0.0
Markieff Morris,PF,32,MIA,10,0,187,32,70,.457,8,22,.364,24,48,.500,.514,5,5,1.000,13,15,28,14,3,1,12,22,77,10.9,.533,.314,.071,7.9,8.9,8.4,11.8,0.8,0.6,14.3,20.0,0.0,0.1,0.1,0.2,.054,0.0,-1.9,-0.4,-2.3,0.0
Monte Morris,PG,26,DEN,23,23,686,121,251,.482,30,89,.337,91,162,.562,.542,6,10,.600,6,55,61,100,17,3,30,37,278,13.6,.544,.355,.040,1.0,8.8,4.9,22.4,1.2,0.4,10.5,18.7,0.0,0.7,0.4,1.2,.083,0.0,-1.1,-0.9,-2.0,0.0
Mychal Mulder,PG,27,ORL,12,1,130,13,49,.265,10,34,.294,3,15,.200,.367,2,2,1.000,2,12,14,1,3,1,4,8,38,2.2,.381,.694,.041,1.6,9.8,5.7,1.2,1.1,0.7,7.4,17.8,0.0,-0.3,0.0,-0.3,-0.102,0.0,-6.2,-2.8,-9.0,-0.2
Trey Murphy III,SF,21,NOP,25,0,372,40,108,.370,31,79,.392,9,29,.310,.514,9,10,.900,18,42,60,14,8,4,10,32,120,9.6,.534,.731,.093,5.0,12.6,8.7,5.5,1.1,1.0,8.2,14.0,0.0,0.3,0.1,0.4,.050,0.0,-2.0,-2.1,-4.0,-0.2
