Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Collin Sexton,SG,23,CLE,11,11,316,68,151,.450,11,45,.244,57,106,.538,.487,29,39,.744,13,23,36,23,10,0,31,25,176,11.9,.523,.298,.258,4.5,7.8,6.2,12.4,1.6,0.0,15.6,27.5,0.0,-0.2,0.3,0.1,.014,0.0,-3.0,-2.0,-5.1,-0.2
Landry Shamet,SG,24,PHO,23,3,455,56,149,.376,42,104,.404,14,45,.311,.517,25,30,.833,5,52,57,39,6,2,12,26,179,11.2,.552,.698,.201,1.2,11.7,6.6,11.3,0.6,0.4,6.9,16.6,0.0,0.5,0.5,1.0,.103,0.0,0.0,-1.1,-1.0,0.1
Day'Ron Sharpe,PF,20,BRK,8,0,36,9,17,.529,1,3,.333,8,14,.571,.559,2,5,.400,8,9,17,0,2,2,6,4,21,19.3,.547,.176,.294,24.6,25.2,24.9,0.0,2.7,4.9,23.8,30.9,0.0,-0.1,0.1,0.0,.033,0.0,-2.6,-2.0,-4.6,0.0
Pascal Siakam,PF,27,TOR,13,13,434,92,197,.467,16,48,.333,76,149,.510,.508,48,63,.762,25,67,92,48,9,11,28,45,248,19.0,.552,.244,.320,5.9,17.8,11.5,18.1,1.0,2.5,11.1,25.0,0.0,0.9,0.3,1.2,.132,0.0,2.1,-0.7,1.4,0.4
Marko Simonovic,C,22,CHI,2,0,8,0,1,.000,0,1,.000,0,0,0.0,.000,1,2,.500,0,1,1,0,0,0,1,0,1,-7.0,.266,1.000,2.000,0.0,13.5,6.8,0.0,0.0,0.0,34.7,15.8,0.0,0.0,0.0,0.0,-0.248,0.0,-13.7,-4.2,-17.9,0.0
Anfernee Simons,SG,22,POR,22,3,505,100,218,.459,45,118,.381,55,100,.550,.562,18,19,.947,11,47,58,48,10,4,25,35,263,15.3,.581,.541,.087,2.4,10.4,6.3,15.0,1.0,0.7,9.9,21.6,0.0,0.8,0.0,0.8,.079,0.0,1.3,-2.0,-0.7,0.2
Jericho Sims,PF,23,NYK,8,0,54,3,3,1.000,0,0,0.0,3,3,1.000,1.000,3,4,.750,2,12,14,0,2,3,2,4,9,11.9,.945,.000,1.333,3.9,23.6,13.8,0.0,1.8,5.2,29.6,5.5,0.0,0.1,0.1,0.1,.123,0.0,-3.0,3.0,-0.1,0.0
Javonte Smart,PG,22,MIL,2,0,38,5,10,.500,1,4,.250,4,6,.667,.550,3,4,.750,3,4,7,4,0,0,2,3,14,13.3,.595,.400,.400,8.4,10.6,9.5,15.0,0.0,0.0,14.5,15.5,0.0,0.1,0.0,0.1,.131,0.0,-2.2,-0.5,-2.7,0.0
Marcus Smart,PG,27,BOS,24,24,825,93,235,.396,34,114,.298,59,121,.488,.468,47,61,.770,13,78,91,133,51,7,47,56,267,13.0,.510,.485,.260,1.7,10.2,5.9,23.5,3.1,0.8,15.2,16.5,0.0,0.5,1.1,1.6,.091,0.0,-2.1,1.5,-0.7,0.3
Dennis Smith Jr.,PG,24,POR,14,2,232,29,71,.408,5,16,.313,24,55,.436,.444,17,25,.680,5,25,30,45,20,4,23,18,80,13.7,.488,.225,.352,2.3,12.1,7.1,27.4,4.2,1.6,21.9,19.7,0.0,-0.1,0.2,0.2,.034,0.0,-2.6,1.3,-1.3,0.0
Ish Smith,PG,33,CHO,18,1,245,40,96,.417,3,6,.500,37,90,.411,.432,3,8,.375,2,21,23,44,8,4,16,13,86,9.6,.432,.063,.083,0.8,9.4,5.0,25.1,1.6,1.5,13.9,19.9,0.0,-0.2,0.0,-0.2,-0.036,0.0,-3.8,-2.3,-6.1,-0.3
Jalen Smith,PF,21,PHO,7,0,36,7,14,.500,0,2,.000,7,12,.583,.500,6,7,.857,4,11,15,0,1,1,1,3,20,21.8,.585,.143,.500,12.0,31.2,21.9,0.0,1.3,2.4,5.5,21.7,0.0,0.1,0.1,0.2,.230,0.0,1.2,-1.2,0.0,0.0
Tony Snell,SG,30,POR,19,3,230,13,40,.325,9,31,.290,4,9,.444,.438,1,1,1.000,2,26,28,12,4,3,4,17,36,4.7,.445,.775,.025,0.9,12.7,6.7,6.7,0.9,1.2,9.0,8.4,0.0,0.0,0.0,0.0,-0.001,0.0,-4.0,-0.8,-4.8,-0.2
Jaden Springer,SG,19,PHI,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0,-5.9,-4.5,-10.4,0.0
Lamar Stevens,PF,24,CLE,15,0,158,17,46,.370,6,16,.375,11,30,.367,.435,4,7,.571,10,14,24,4,4,4,6,18,44,6.8,.448,.348,.152,7.0,9.5,8.2,3.6,1.3,2.2,10.9,15.2,0.0,-0.1,0.2,0.1,.027,0.0,-4.6,-0.2,-4.8,-0.1
Isaiah Stewart,C,20,DET,21,21,531,70,128,.547,1,11,.091,69,117,.590,.551,16,23,.696,52,116,168,23,8,26,22,52,157,14.2,.568,.086,.180,9.8,25.7,17.1,7.1,0.7,4.4,13.7,12.9,0.0,0.6,0.6,1.1,.100,0.0,-2.7,-0.5,-3.2,-0.2
Max Strus,SF,25,MIA,18,0,364,52,116,.448,34,84,.405,18,32,.563,.595,11,16,.688,5,50,55,15,8,2,12,25,149,12.2,.605,.724,.138,1.6,15.2,8.5,6.2,1.1,0.6,8.9,16.4,0.0,0.4,0.3,0.8,.103,0.0,0.3,-0.1,0.2,0.2
Jalen Suggs,PG,20,ORL,21,21,583,87,257,.339,26,102,.255,61,155,.394,.389,58,76,.763,16,55,71,75,24,9,67,58,258,7.7,.444,.397,.296,2.9,10.0,6.4,20.8,2.0,1.4,18.7,26.4,0.0,-1.4,0.4,-1.1,-0.088,0.0,-4.7,-2.0,-6.8,-0.7
Jae'Sean Tate,SF,26,HOU,23,23,649,113,225,.502,17,62,.274,96,163,.589,.540,43,55,.782,48,103,151,63,18,16,46,76,286,15.2,.574,.276,.244,7.9,16.6,12.3,15.8,1.3,2.3,15.6,19.2,0.0,0.8,0.6,1.4,.102,0.0,-1.1,-0.3,-1.4,0.1
Jayson Tatum,SF,23,BOS,25,25,909,224,542,.413,70,209,.335,154,333,.462,.478,120,146,.822,28,191,219,92,22,19,65,61,638,19.4,.526,.386,.269,3.3,22.7,12.9,18.3,1.2,2.0,9.7,32.5,0.0,0.8,1.2,1.9,.101,0.0,2.2,-0.9,1.3,0.8
Garrett Temple,SG,35,NOP,24,9,458,45,116,.388,25,69,.362,20,47,.426,.496,19,24,.792,17,51,68,26,23,14,20,43,134,10.7,.529,.595,.207,3.9,12.5,8.0,8.2,2.5,2.9,13.6,13.7,0.0,0.2,0.3,0.5,.053,0.0,-2.4,0.2,-2.3,0.0
Daniel Theis,C,29,HOU,17,15,388,54,110,.491,16,51,.314,38,59,.644,.564,18,24,.750,18,64,82,14,7,9,21,42,142,11.0,.589,.464,.218,5.0,17.3,11.2,5.6,0.9,2.2,14.8,15.4,0.0,0.2,0.3,0.5,.067,0.0,-2.2,-1.0,-3.2,-0.1
Brodric Thomas,SG,25,BOS,2,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-6.0,0.0,0.0,0.0,53.2,0.0,26.8,0.0,0.0,0.0,100.0,22.0,0.0,0.0,0.0,0.0,-0.423,0.0,-9.6,-11.2,-20.7,0.0
Cameron Thomas,SG,20,BRK,17,0,188,26,73,.356,5,31,.161,21,42,.500,.390,11,15,.733,3,20,23,12,6,3,4,6,68,8.9,.427,.425,.205,1.8,10.7,6.4,9.2,1.5,1.4,4.8,19.6,0.0,-0.2,0.2,0.0,.006,0.0,-3.7,-0.9,-4.6,-0.1
Matt Thomas,SG,27,CHI,8,0,49,5,19,.263,2,9,.222,3,10,.300,.316,0,0,0.0,0,5,5,0,2,1,0,3,12,1.9,.316,.474,.000,0.0,11.0,5.6,0.0,2.0,1.8,0.0,17.0,0.0,-0.1,0.1,-0.1,-0.082,0.0,-7.6,-0.6,-8.2,-0.1
Tristan Thompson,PF,30,SAC,16,0,221,36,69,.522,0,0,0.0,36,69,.522,.522,19,34,.559,38,49,87,10,5,6,11,27,91,18.1,.542,.000,.493,18.1,23.2,20.6,6.8,1.1,2.3,11.6,18.2,0.0,0.4,0.2,0.6,.138,0.0,0.0,-1.4,-1.3,0.0
JT Thor,PF,19,CHO,4,0,35,3,8,.375,1,5,.200,2,3,.667,.438,1,2,.500,0,4,4,2,0,1,0,4,8,5.6,.450,.625,.250,0.0,12.5,6.0,7.2,0.0,2.7,0.0,10.7,0.0,0.0,0.0,0.0,.007,0.0,-5.0,-2.2,-7.2,0.0
Matisse Thybulle,SG,24,PHI,17,5,427,40,77,.519,11,37,.297,29,40,.725,.591,6,6,1.000,9,34,43,19,33,22,17,37,97,12.2,.609,.481,.078,2.3,8.7,5.5,6.2,3.9,4.6,17.6,10.2,0.0,0.2,0.6,0.8,.093,0.0,-2.0,3.0,1.0,0.3
Killian Tillie,C,23,MEM,10,0,77,8,23,.348,4,13,.308,4,10,.400,.435,1,2,.500,5,3,8,2,4,5,3,9,21,8.6,.440,.565,.087,6.8,4.2,5.5,3.4,2.5,5.9,11.2,14.6,0.0,0.0,0.1,0.0,.016,0.0,-4.4,-1.7,-6.1,-0.1
Xavier Tillman Sr.,PF,23,MEM,17,0,237,31,72,.431,4,21,.190,27,51,.529,.458,13,17,.765,19,33,52,23,19,7,11,16,79,16.1,.497,.292,.236,8.4,15.0,11.7,13.2,3.9,2.7,12.2,16.0,0.0,0.2,0.3,0.5,.107,0.0,-0.2,0.9,0.8,0.2
Isaiah Todd,PF,20,WAS,4,0,11,2,6,.333,2,3,.667,0,3,.000,.500,1,2,.500,1,1,2,0,2,1,1,1,7,23.1,.509,.500,.333,10.3,9.4,9.8,0.0,9.1,7.4,12.7,32.1,0.0,0.0,0.0,0.0,.094,0.0,1.9,8.5,10.4,0.0
Obi Toppin,PF,23,NYK,24,0,369,76,143,.531,7,38,.184,69,105,.657,.556,35,46,.761,28,61,89,23,9,15,22,36,194,19.5,.594,.266,.322,8.0,17.6,12.8,10.5,1.2,3.8,11.9,22.0,0.0,0.7,0.4,1.1,.144,0.0,0.7,-0.1,0.6,0.2
Juan Toscano-Anderson,SF,28,GSW,23,1,378,48,88,.545,9,31,.290,39,57,.684,.597,16,24,.667,12,52,64,51,15,10,26,34,121,13.3,.614,.352,.273,3.6,14.3,9.2,18.4,1.9,2.6,20.9,14.2,0.0,0.5,0.8,1.2,.154,0.0,-1.2,2.1,0.8,0.3
Karl-Anthony Towns,C,26,MIN,23,23,795,199,394,.505,61,135,.452,138,259,.533,.582,99,122,.811,67,148,215,75,25,24,78,84,558,23.3,.623,.343,.310,8.4,20.2,14.0,16.9,1.5,2.9,14.8,27.5,0.0,2.1,1.1,3.2,.194,0.0,4.6,0.0,4.6,1.3
Gary Trent Jr.,SG,23,TOR,22,21,753,132,318,.415,57,157,.363,75,161,.466,.505,39,42,.929,11,62,73,39,44,8,20,47,360,15.1,.535,.494,.132,1.5,9.5,5.3,8.0,2.9,1.0,5.6,20.3,0.0,1.1,0.7,1.7,.111,0.0,-0.2,0.5,0.3,0.4
P.J. Tucker,PF,36,MIA,25,25,684,63,128,.492,25,60,.417,38,68,.559,.590,11,13,.846,40,95,135,42,17,7,20,62,162,10.9,.606,.469,.102,6.7,15.4,11.1,8.6,1.2,1.1,13.0,10.0,0.0,1.0,0.7,1.7,.116,0.0,-0.8,0.9,0.2,0.4
Myles Turner,C,25,IND,25,25,725,113,215,.526,45,114,.395,68,101,.673,.630,43,61,.705,38,149,187,25,14,71,34,63,314,19.0,.649,.530,.284,5.8,22.2,14.1,5.1,1.0,8.4,12.3,16.6,0.0,1.4,1.2,2.6,.170,0.0,1.4,1.2,2.7,0.8
Jonas Valančiūnas,C,29,NOP,26,26,807,183,358,.511,30,65,.462,153,293,.522,.553,86,104,.827,87,225,312,63,16,23,53,83,482,22.8,.597,.182,.291,11.2,31.2,20.8,13.8,1.0,2.7,11.6,24.2,0.0,2.1,0.7,2.8,.166,0.0,2.9,-0.9,2.1,0.8
Denzel Valentine,SG,28,CLE,15,0,97,10,36,.278,7,23,.304,3,13,.231,.375,0,0,0.0,6,11,17,3,5,0,6,9,27,3.8,.375,.639,.000,6.8,12.2,9.5,4.4,2.6,0.0,14.3,18.9,0.0,-0.2,0.1,-0.1,-0.054,0.0,-5.8,-0.4,-6.2,-0.1
Jarred Vanderbilt,PF,22,MIN,23,16,530,55,102,.539,0,7,.000,55,95,.579,.539,24,29,.828,73,121,194,27,30,18,24,66,134,16.2,.584,.069,.284,13.7,24.8,19.0,7.2,2.7,3.2,17.3,10.9,0.0,0.9,1.0,1.9,.168,0.0,-1.4,1.3,-0.1,0.3
Fred VanVleet,PG,27,TOR,23,23,876,163,369,.442,72,184,.391,91,185,.492,.539,58,67,.866,17,97,114,141,34,14,74,62,456,17.4,.572,.499,.182,2.0,12.8,7.1,25.3,1.9,1.6,15.7,23.1,0.0,1.5,0.7,2.1,.117,0.0,2.3,-0.2,2.0,0.9
Devin Vassell,SF,21,SAS,18,0,450,80,171,.468,33,85,.388,47,86,.547,.564,16,22,.727,9,57,66,25,21,12,13,36,209,15.3,.578,.497,.129,2.1,13.5,7.7,7.8,2.2,2.4,6.7,18.4,0.0,0.5,0.5,1.1,.114,0.0,0.0,0.0,0.1,0.2
Gabe Vincent,PG,25,MIA,22,1,381,52,118,.441,27,72,.375,25,46,.543,.555,13,16,.813,11,24,35,49,14,2,26,44,144,11.7,.576,.610,.136,3.3,7.0,5.2,19.1,1.8,0.6,17.2,17.6,0.0,0.4,0.3,0.7,.089,0.0,-1.6,-0.1,-1.7,0.0
Nikola Vučević,C,31,CHI,18,18,599,113,269,.420,30,83,.361,83,186,.446,.476,19,30,.633,30,160,190,69,18,18,29,42,275,16.3,.487,.309,.112,5.5,28.9,17.3,17.3,1.5,2.6,9.3,22.8,0.0,0.2,1.1,1.2,.100,0.0,0.4,0.0,0.4,0.4
Dean Wade,PF,25,CLE,16,11,358,29,72,.403,14,47,.298,15,25,.600,.500,5,6,.833,12,40,52,21,11,1,5,32,77,8.3,.516,.653,.083,3.7,12.0,7.9,8.1,1.5,0.2,6.3,9.7,0.0,0.3,0.4,0.7,.095,0.0,-2.6,1.0,-1.6,0.0
Franz Wagner,SF,20,ORL,25,25,790,132,300,.440,35,96,.365,97,204,.475,.498,42,53,.792,34,74,108,69,30,12,30,60,341,14.0,.527,.320,.177,4.5,9.9,7.2,14.5,1.8,1.4,8.5,19.2,0.0,0.7,0.4,1.2,.072,0.0,-0.3,-0.8,-1.1,0.2
Moritz Wagner,C,24,ORL,23,0,266,44,101,.436,23,65,.354,21,36,.583,.550,26,35,.743,10,46,56,17,3,5,18,45,137,13.1,.588,.644,.347,4.0,18.3,11.1,10.6,0.5,1.8,13.4,21.7,0.0,0.3,0.1,0.4,.074,0.0,-0.7,-1.4,-2.2,0.0
Ish Wainright,PF,27,PHO,6,0,27,1,7,.143,0,3,.000,1,4,.250,.143,0,2,.000,3,2,5,2,2,0,2,7,2,-3.7,.127,.429,.286,12.0,7.6,9.7,8.8,3.5,0.0,20.2,15.8,0.0,-0.1,0.0,-0.1,-0.156,0.0,-13.7,0.8,-12.9,-0.1
Kemba Walker,PG,31,NYK,18,18,441,76,177,.429,38,92,.413,38,85,.447,.537,20,25,.800,2,44,46,55,19,5,24,19,210,15.6,.559,.520,.141,0.5,10.6,5.5,19.9,2.1,1.1,11.3,21.1,0.0,0.6,0.3,0.9,.097,0.0,1.0,0.0,1.0,0.3
Lonnie Walker,SG,23,SAS,23,3,511,83,225,.369,34,119,.286,49,106,.462,.444,27,33,.818,3,63,66,58,16,8,30,30,227,10.4,.474,.529,.147,0.6,13.1,6.8,15.6,1.5,1.4,11.1,22.6,0.0,-0.4,0.5,0.0,.004,0.0,-2.5,-1.7,-4.2,-0.3
Brad Wanamaker,PG,32,IND,14,0,171,16,46,.348,4,14,.286,12,32,.375,.391,15,17,.882,4,18,22,32,2,5,15,25,51,8.5,.477,.304,.370,2.6,11.4,7.0,25.1,0.6,2.5,21.9,17.4,0.0,0.0,0.1,0.1,.026,0.0,-4.0,-1.1,-5.1,-0.1
Duane Washington Jr.,PG,21,IND,2,0,4,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,0.0,0,1,1,0,0,0,0,0,5,45.7,.833,.667,.000,0.0,27.0,13.7,0.0,0.0,0.0,0.0,32.7,0.0,0.0,0.0,0.0,.350,0.0,9.2,-0.2,8.9,0.0
P.J. Washington,PF,23,CHO,14,3,351,54,116,.466,28,63,.444,26,53,.491,.586,16,23,.696,18,57,75,26,11,16,20,27,152,15.8,.603,.543,.198,5.2,17.8,11.3,10.2,1.5,4.3,13.7,17.6,0.0,0.5,0.2,0.7,.095,0.0,0.9,-0.9,0.0,0.2
Yuta Watanabe,SF,27,TOR,5,0,84,10,26,.385,7,17,.412,3,9,.333,.519,3,6,.500,5,9,14,3,3,2,1,8,30,12.9,.524,.654,.231,6.1,12.4,9.1,5.1,1.8,2.3,3.4,15.1,0.0,0.1,0.1,0.2,.112,0.0,0.6,0.6,1.3,0.1
Trendon Watford,SF,21,POR,5,0,24,5,11,.455,0,0,0.0,5,11,.455,.455,2,3,.667,1,2,3,3,1,1,1,1,12,17.4,.487,.000,.273,4.5,9.3,6.9,20.0,2.0,3.9,7.5,24.1,0.0,0.0,0.0,0.0,.066,0.0,-0.7,-1.5,-2.2,0.0
Paul Watson,SF,27,OKC,3,0,71,2,14,.143,2,12,.167,0,2,.000,.214,1,2,.500,2,9,11,3,0,3,2,4,7,0.6,.235,.857,.143,2.8,13.2,7.9,5.8,0.0,4.0,11.8,10.3,0.0,-0.2,0.0,-0.1,-0.091,0.0,-6.9,-3.4,-10.3,-0.1
Russell Westbrook,PG,33,LAL,25,25,905,190,422,.450,34,107,.318,156,315,.495,.491,96,139,.691,33,161,194,217,32,4,114,78,510,17.2,.528,.254,.329,3.9,18.6,11.3,37.2,1.7,0.4,19.1,28.1,0.0,0.5,0.9,1.4,.076,0.0,0.4,-0.8,-0.4,0.3
Coby White,PG,21,CHI,9,1,158,22,63,.349,7,31,.226,15,32,.469,.405,4,7,.571,1,22,23,12,1,1,8,15,55,4.6,.416,.492,.111,0.7,15.1,7.9,10.6,0.3,0.6,10.8,20.6,0.0,-0.3,0.1,-0.2,-0.054,0.0,-6.5,-1.9,-8.4,-0.3
Derrick White,SG,27,SAS,23,23,720,111,275,.404,37,124,.298,74,151,.490,.471,46,56,.821,13,69,82,117,26,21,33,50,305,14.5,.509,.451,.204,1.9,10.2,6.0,22.1,1.7,2.6,9.9,19.8,0.0,0.6,0.7,1.3,.089,0.0,-0.2,0.0,-0.2,0.3
Hassan Whiteside,C,32,UTA,22,0,336,59,101,.584,0,0,0.0,59,101,.584,.584,30,43,.698,44,96,140,6,5,28,22,67,148,19.3,.617,.000,.426,15.2,29.6,22.8,2.7,0.7,7.0,15.5,18.4,0.0,0.7,0.6,1.4,.194,0.0,-2.3,0.8,-1.5,0.0
Joe Wieskamp,SG,22,SAS,3,0,8,1,1,1.000,1,1,1.000,0,0,0.0,1.500,0,0,0.0,0,0,0,0,0,0,0,1,3,13.7,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,.140,0.0,-0.1,-1.1,-1.2,0.0
Aaron Wiggins,SG,23,OKC,9,1,130,8,18,.444,6,16,.375,2,2,1.000,.611,4,7,.571,1,13,14,10,3,1,7,15,26,6.0,.617,.889,.389,0.8,10.4,5.5,11.1,1.1,0.7,24.9,9.3,0.0,0.0,0.1,0.1,.033,0.0,-6.6,-0.1,-6.7,-0.2
Andrew Wiggins,SF,26,GSW,24,24,728,166,340,.488,52,125,.416,114,215,.530,.565,64,89,.719,28,78,106,40,19,13,40,39,448,17.3,.591,.368,.262,4.4,11.1,7.9,8.7,1.3,1.7,9.5,24.7,0.0,1.2,1.2,2.4,.155,0.0,1.1,-1.1,0.0,0.4
Grant Williams,PF,23,BOS,25,9,541,62,123,.504,35,82,.427,27,41,.659,.646,21,24,.875,15,66,81,28,8,15,15,48,180,12.9,.674,.667,.195,2.9,13.2,8.0,7.6,0.7,2.6,10.1,12.1,0.0,1.1,0.5,1.5,.137,0.0,0.0,-0.6,-0.5,0.2
Kenrich Williams,SF,27,OKC,20,0,410,55,119,.462,14,40,.350,41,79,.519,.521,17,30,.567,20,50,70,36,17,5,15,35,141,13.1,.533,.336,.252,4.9,12.7,8.7,14.1,2.0,1.2,10.2,15.5,0.0,0.4,0.4,0.7,.086,0.0,-1.7,0.4,-1.3,0.1
Lou Williams,PG,35,ATL,20,0,270,46,121,.380,13,36,.361,33,85,.388,.434,22,26,.846,6,23,29,26,11,2,18,19,127,11.2,.479,.298,.215,2.4,8.9,5.8,13.9,2.0,0.7,12.0,24.4,0.0,-0.1,0.1,0.0,.003,0.0,-3.5,-1.9,-5.4,-0.2
Patrick Williams,PF,20,CHI,5,5,125,13,23,.565,3,6,.500,10,17,.588,.630,4,4,1.000,1,10,11,3,3,2,2,9,33,9.7,.666,.261,.174,0.9,8.6,4.8,3.2,1.2,1.4,7.5,9.4,0.0,0.2,0.1,0.3,.111,0.0,-1.5,-2.7,-4.3,-0.1
Robert Williams,C,24,BOS,18,18,509,74,99,.747,0,0,0.0,74,99,.747,.747,20,31,.645,65,86,151,21,14,33,18,29,168,21.0,.746,.000,.313,13.6,18.2,15.9,6.3,1.4,6.2,13.8,11.3,0.0,1.6,0.8,2.4,.224,0.0,2.1,0.6,2.7,0.6
Ziaire Williams,SF,20,MEM,19,0,339,35,99,.354,16,65,.246,19,34,.559,.434,4,6,.667,5,23,28,12,8,6,11,33,90,4.6,.443,.657,.061,1.6,7.3,4.4,4.6,1.1,1.6,9.8,13.9,0.0,-0.2,0.1,-0.2,-0.023,0.0,-5.1,-3.2,-8.3,-0.5
Dylan Windler,SF,25,CLE,17,0,184,17,37,.459,10,24,.417,7,13,.538,.595,3,4,.750,7,24,31,18,3,2,8,19,47,10.0,.606,.649,.108,4.2,14.0,9.1,13.8,0.8,1.0,17.1,11.1,0.0,0.2,0.2,0.4,.109,0.0,-2.0,0.6,-1.3,0.0
Justise Winslow,SF,25,LAC,16,0,129,15,40,.375,1,8,.125,14,32,.438,.388,2,4,.500,8,27,35,17,7,5,14,11,33,8.9,.395,.200,.100,6.7,21.7,14.4,19.0,2.6,3.3,25.1,18.8,0.0,-0.3,0.3,0.0,-0.016,0.0,-5.9,1.7,-4.2,-0.1
Cassius Winston,PG,23,WAS,1,0,4,0,1,.000,0,1,.000,0,0,0.0,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,-1.0,.532,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,34.7,32.2,0.0,0.0,0.0,0.0,-0.236,0.0,-10.0,-7.9,-17.9,0.0
Christian Wood,C,26,HOU,23,23,729,143,307,.466,39,106,.368,104,201,.517,.529,54,94,.574,42,214,256,52,12,25,41,53,379,17.1,.544,.345,.306,6.2,30.7,18.6,12.1,0.8,3.2,10.5,22.5,0.0,0.6,1.0,1.6,.103,0.0,0.7,-0.8,-0.1,0.3
Robert Woodard,SF,22,SAC,1,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.0,-5.9,-3.0,-8.9,0.0
Delon Wright,SG,29,ATL,23,0,322,24,62,.387,8,21,.381,16,41,.390,.452,13,17,.765,18,47,65,49,16,3,10,12,69,13.8,.497,.339,.274,6.1,15.3,10.8,19.3,2.5,0.9,12.6,10.8,0.0,0.5,0.3,0.8,.118,0.0,-0.1,1.6,1.5,0.3
McKinley Wright IV,PG,23,MIN,1,0,4,1,1,1.000,1,1,1.000,0,0,0.0,1.500,0,0,0.0,0,0,0,0,0,0,1,0,3,19.0,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.8,0.0,0.0,0.0,0.0,-0.119,0.0,4.9,-5.9,-1.0,0.0
Thaddeus Young,PF,33,SAS,19,0,287,60,103,.583,0,3,.000,60,100,.600,.583,7,16,.438,28,39,67,49,19,6,22,27,127,20.4,.577,.029,.155,10.2,14.4,12.3,25.1,3.2,1.9,16.7,19.7,0.0,0.5,0.4,0.9,.151,0.0,1.0,1.7,2.7,0.3
Trae Young,PG,23,ATL,25,25,855,228,500,.456,69,176,.392,159,324,.491,.525,132,149,.886,18,81,99,236,23,3,99,43,657,25.0,.581,.352,.298,2.3,9.9,6.2,46.3,1.3,0.3,14.9,34.0,0.0,2.9,0.3,3.2,.178,0.0,6.4,-2.1,4.3,1.4
Omer Yurtseven,C,23,MIA,16,0,100,18,35,.514,0,2,.000,18,33,.545,.514,7,10,.700,6,19,25,5,1,7,5,10,43,15.6,.546,.057,.286,6.8,21.1,14.0,8.0,0.5,7.7,11.3,19.7,0.0,0.1,0.1,0.2,.109,0.0,-2.7,-0.1,-2.8,0.0
Cody Zeller,C,29,POR,24,0,319,43,76,.566,0,4,.000,43,72,.597,.566,36,47,.766,43,67,110,20,7,6,17,50,122,17.6,.631,.053,.618,14.7,23.5,19.0,9.0,1.1,1.8,15.0,15.5,0.0,0.9,0.2,1.1,.163,0.0,-0.8,-1.1,-1.9,0.0
Ivica Zubac,C,24,LAC,25,25,616,92,138,.667,0,0,0.0,92,138,.667,.667,67,88,.761,62,141,203,28,12,24,28,51,251,20.0,.710,.000,.638,10.9,23.7,17.4,6.9,0.9,3.4,13.7,14.5,0.0,1.9,1.1,3.0,.235,0.0,0.9,0.8,1.7,0.6
